"","id","Serial.Number","List.Year","Date.Recorded","Address","Assessed.Value","Sale.Amount","Sales.Ratio","Property.Type","Non.Use.Code","Zone.Name","Zone.Classification","Location"
"5629",5629,60306,2006,2006-11-07,"60 TREMONT ST",158271,360000,0.439641667,"Single Family",NA,"2228-3","NX1",c(-73.2102414, 41.2015024)
"5630",5630,60313,2006,2006-11-03,"93 OXFORD ST",146091,320000,0.456534375,"Two Family",NA,"2609-21","N2",c(-73.2151006, 41.2196921)
"5631",5631,60314,2006,2006-11-08,"33 HEWITT ST",75740,222000,0.341171171,"Two Family",NA,"648-5","P2",c(-73.1596376, 41.1790549)
"5632",5632,60316,2006,2006-11-08,"695 LAUREL AVE",166040,360000,0.461222222,"Two Family",NA,"1113-9","NX1",c(-73.2105271, 41.1777555)
"5633",5633,60319,2006,2006-11-08,"88 HORACE ST",80781,186000,0.434306452,"Single Family",NA,"2024-11A","NX1",c(-73.1778782, 41.1993954)
"5634",5634,60325,2006,2006-11-08,"831 LAUREL AVE",160230,320000,0.50071875,"Single Family",NA,"1104-17","N1",c(-73.2122463, 41.1791877)
"5635",5635,60329,2006,2006-11-09,"281 SUMMIT ST",105840,226000,0.468318584,"Single Family",NA,"2440-20","N2",c(-73.2007543, 41.2058453)
"5636",5636,60330,2006,2006-11-09,"198 PACIFIC ST",80010,164900,0.485203153,"Single Family",NA,"1309-3","NX1",c(-73.2127582, 41.1817362)
"5637",5637,60331,2006,2006-11-09,"239 ALICE ST",103880,255000,0.407372549,"Two Family",NA,"1402-32","NX2",c(-73.2028576, 41.1911598)
"5638",5638,60333,2006,2006-11-09,"56 ROWSLEY ST APT 4",2055480,110000,18.68618182,NA,"8","226-74B","NX3",c(-73.2242644, 41.1580183)
"5639",5639,60334,2006,2006-11-09,"285 KENT AVE",147000,334800,0.4390681,"Single Family",NA,"1921-26","N2",c(-73.156511, 41.1936351)
"5640",5640,60337,2006,2006-11-13,"753 CANAAN RD UT 14",1379070,75000,18.3876,NA,"8","1938-30","NX3",c(-73.1561809, 41.1979848)
"5641",5641,60341,2006,2006-11-13,"270 ADAMS ST",130200,345000,0.377391304,"Two Family",NA,"611-19B","RX2",c(-73.1669253, 41.1705757)
"5642",5642,60342,2006,2006-11-13,"1428 IRANISTAN AVE",82950,120000,0.69125,"Single Family",NA,"1119-7","NX1",c(-73.2041445, 41.179513)
"5643",5643,60343,2006,2006-11-13,"55 LANSING PL",92050,177000,0.520056497,"Single Family",NA,"2754-12A","N2",c(-73.1930843, 41.2153899)
"5644",5644,60345,2006,2006-11-13,"153 LEWIS ST",126910,333000,0.381111111,"Three Family",NA,"1160-48","NX2",c(-73.1990874, 41.1711535)
"5645",5645,60346,2006,2006-11-13,"1901 E MAIN ST UT 1",35241,225900,0.156002656,"Condo","7","2048-9","NX2",c(-73.1805517, 41.2007668)
"5646",5646,60348,2006,2006-11-13,"47 GREY ROCK RD",116200,160000,0.72625,"Single Family",NA,"2778D-31","N4",c(-73.198898, 41.2254543)
"5647",5647,60349,2006,2006-11-13,"29 CARVER ST",50960,161500,0.315541796,"Single Family",NA,"2045-24","NX2",c(-73.1760808, 41.1978179)
"5648",5648,60352,2006,2006-11-13,"393 LAURAL AVE UT 303",24406,65000,0.375476923,"Condo",NA,"1139-20A","NX1",c(-73.2064442, 41.1748649)
"5649",5649,60353,2006,2006-11-13,"41 DOVER ST",66920,150000,0.446133333,"Single Family",NA,"1905-21B","NX2",c(-73.1687692, 41.1940841)
"5650",5650,60357,2006,2006-11-14,"143 DUPONT PL",126000,199750,0.630788486,"Two Family",NA,"2860-51","N2",c(-73.1696543, 41.2119205)
"5651",5651,60359,2006,2006-11-15,"18 HUNTING ST",147351,365000,0.40370137,"Two Family",NA,"2124-10","NX1",c(-73.2006821, 41.2026571)
"5652",5652,60363,2006,2006-11-15,"52 HILLHOUSE AVE",115011,255000,0.451023529,"Single Family",NA,"2417-5","NX1",c(-73.2084138, 41.2105034)
"5653",5653,60374,2006,2006-11-16,"122 SHELTON ST",107591,329000,0.327024316,"Three Family",NA,"1630-1","NX2",c(-73.1868905, 41.1910525)
"5654",5654,60378,2006,2006-11-16,"55 WOODLAWN AVE",82950,160000,0.5184375,"Single Family",NA,"2744-12","N2",c(-73.1929837, 41.2146903)
"5655",5655,60379,2006,2006-11-16,"10C PATRICIA RD",97927,250000,0.391708,"Condo",NA,"2511-3B","NX3",c(-73.2272114, 41.2165191)
"5656",5656,60380,2006,2006-11-16,"103 SEABRIGHT AVE",311010,6e+05,0.51835,"Single Family",NA,"122-24","N1",c(-73.2214987, 41.1529523)
"5657",5657,60384,2006,2006-11-16,"36 THERESA PL 22",78910,167500,0.471104478,"Single Family",NA,"2510-16B","NX3",c(-73.2263018, 41.2119445)
"5658",5658,60385,2006,2006-11-16,"138 DOVER ST",113890,355000,0.320816901,"Three Family",NA,"1908-6","NX2",c(-73.1679092, 41.1953187)
"5659",5659,60386,2006,2006-11-16,"946 SYLVAN AVE",115710,258000,0.448488372,"Single Family",NA,"2739-23","N2",c(-73.1869155, 41.2148078)
"5660",5660,60388,2006,2006-11-16,"909 BIRMINGHAM ST",123410,240000,0.514208333,"Single Family",NA,"2331-28","N2",c(-73.2214562, 41.2044516)
"5661",5661,60389,2006,2006-11-16,"77 SAVOY ST",191310,289000,0.661972318,"Three Family",NA,"2232-34","NX1",c(-73.2068726, 41.2044158)
"5662",5662,60396,2006,2006-11-17,"379 GREGORY ST 381",88690,275000,0.322509091,"Three Family",NA,"407-18","NX2",c(-73.1937891, 41.1668961)
"5663",5663,60397,2006,2006-11-17,"29 PARK TER",91490,260000,0.351884615,"Three Family",NA,"404-15","NX2",c(-73.1938124, 41.1676414)
"5664",5664,60402,2006,2006-11-17,"476 HAWLEY AVE",180601,425000,0.424943529,"Two Family",NA,"2217-17","NX1",c(-73.2057364, 41.1992534)
"5665",5665,60403,2006,2006-11-20,"519 MIDLAND ST",180670,390000,0.46325641,"Three Family",NA,"117-7","NX1",c(-73.2269457, 41.154545)
"5666",5666,60405,2006,2006-11-20,"64 MAPLEWOOD AVE",119560,372000,0.321397849,"Two Family","7","1012-11","NX1",c(-73.2041633, 41.1816339)
"5667",5667,60409,2006,2006-11-21,"12 JETLAND",NA,58333,0,"Two Family","8","111-2","P2",c(-73.2260132, 41.1552541)
"5668",5668,60410,2006,2006-11-21,"96 CAROLINE ST",12068,93830,0.128615581,NA,"16","1754-5","NX2",c(-73.1765737, 41.1883456)
"5669",5669,60416,2006,2006-11-21,"339 NANCY DR",151270,280000,0.54025,"Single Family",NA,"2501-53","N4",c(-73.2395297, 41.2230837)
"5670",5670,60417,2006,2006-11-22,"50 GREENHOUSE RD UT 9D",103025,212000,0.485966981,"Condo",NA,"2509G-40A","NX3",c(-73.2220581, 41.2193324)
"5671",5671,60418,2006,2006-11-22,"60 SUCCESS AVE.",1379070,75000,18.3876,NA,"8","1920-8","N2",c(-73.1579619, 41.1939813)
"5672",5672,60419,2006,2006-11-22,"94 COWLES ST",70630,195000,0.362205128,"Single Family",NA,"641-11","NX2",c(-73.1564126, 41.1803989)
"5673",5673,60423,2006,2006-11-22,"91 HANSEN AVE",143850,174500,0.824355301,"Three Family","29","215-21","NX2",c(-73.2223752, 41.1637819)
"5674",5674,60425,2006,2006-11-22,"271 BUNNEL ST",55814,2e+05,0.27907,NA,NA,"736-35","NX2",c(-73.1676177, 41.1817661)
"5675",5675,60427,2006,2006-11-27,"752 CONNECTICUT AVE",107100,3e+05,0.357,"Three Family",NA,"710-26","NX2",c(-73.1637944, 41.1808235)
"5676",5676,60431,2006,2006-11-27,"761 MAPLE ST",105280,215000,0.489674419,"Three Family",NA,"1753-7","NX2",c(-73.1751272, 41.1881498)
"5677",5677,60434,2006,2006-11-28,"269 WILLOW ST",70770,139000,0.509136691,"Single Family",NA,"1830-33B","NX2",c(-73.1592663, 41.1901498)
"5678",5678,60435,2006,2006-11-28,"460 EAST AVE",67830,121000,0.560578512,"Single Family",NA,"1848-4A","NX2",c(-73.1581315, 41.1922915)
"5679",5679,60440,2006,2006-11-28,"93 ELLSWORTH ST UT 202",108826,298000,0.365187919,"Condo",NA,"225-27K","NX2",c(-73.2215212, 41.1553373)
"5680",5680,60441,2006,2006-11-28,"91 ROWSLEY",2055480,107000,19.21009346,NA,"8","228-1","NX3",c(-73.2249122, 41.1581731)
"5681",5681,60450,2006,2006-11-29,"62 CHESTNUT ST",26652,70000,0.380742857,"Condo",NA,"1009-10A","NX2",c(-73.2033158, 41.1828496)
"5682",5682,60454,2006,2006-11-29,"128 MILNE ST",126281,309000,0.408676375,"Three Family",NA,"1051-7","NX2",c(-73.1972121, 41.1814645)
"5683",5683,60456,2006,2006-11-29,"55 CHAMBERLAIN AVE",152536,359000,0.424891365,"Single Family",NA,"2139-13","N2",c(-73.1944192, 41.205028)
"5684",5684,60457,2006,2006-11-29,"2612 NORTH AVE UT 3B",92073,212500,0.433284706,"Single Family",NA,"1301-5K","NX3",c(-73.2200094, 41.1771985)
"5685",5685,60462,2006,2006-11-30,"754 CLINTON AVE",214060,439000,0.4876082,NA,NA,"1105-2","RX1",c(-73.2125628, 41.1774438)
"5686",5686,60464,2006,2006-11-30,"715 FRENCHTOWN RD",95533,249900,0.382284914,"Condo",NA,"2600-10C","NX3",c(-73.2129946, 41.2257687)
"5687",5687,60466,2006,2006-11-30,"333 VINCELLETTE ST",67946,145000,0.468593103,"Condo",NA,"2316-13A","NX3",c(-73.21889, 41.21534)
"5688",5688,60469,2006,2006-12-01,"410 HOWARD AVE",375061,25000,15.00244,NA,"19","303-1B","CX",c(-73.2077802, 41.167174)
"5689",5689,60470,2006,2006-12-01,"851 CLINTON AVE",146853,315000,0.4662,"Single Family",NA,"1200-14","N3",c(-73.2142278, 41.1780857)
"5690",5690,60475,2006,2006-12-01,"215 CHARLES ST UT 311",22687,87000,0.260770115,"Condo",NA,"1404-23A","RX1",c(-73.1995427, 41.1943785)
"5691",5691,60478,2006,2006-12-01,"747 BOSTON AVE",49529,118000,0.419737288,"Single Family",NA,"2021-16","NX3",c(-73.1777684, 41.1975736)
"5692",5692,60479,2006,2006-12-01,"953 WAYNE ST",206640,455000,0.454153846,"Two Family",NA,"2390-2","N2",c(-73.2123311, 41.2099327)
"5693",5693,60482,2006,2006-12-01,"93 ELLSWORTH ST UT 207",70599,157000,0.449675159,"Single Family",NA,"225-27K","NX2",c(-73.2215212, 41.1553373)
"5694",5694,60483,2006,2006-12-01,"2660 NORTH AVE UT 108",73454,153000,0.480091503,"Condo",NA,"1301-3K","NX3",c(-73.2207574, 41.1771267)
"5695",5695,60486,2006,2006-12-01,"50 MADISON AVE",115220,290000,0.397310345,"Two Family",NA,"1044-6","NX2",c(-73.1943468, 41.1862521)
"5696",5696,60489,2006,2006-12-04,"112 ALFRED ST",156380,368000,0.424945652,"Two Family",NA,"235-10","NX1",c(-73.2272101, 41.1595081)
"5697",5697,60493,2006,2006-12-04,"119 CARROLL AVE",184590,142500,1.295368421,NA,"1","628-22A","NX3",c(-73.162797, 41.1743548)
"5698",5698,60499,2006,2006-12-04,"554 NORMAN ST",103110,190000,0.542684211,"Single Family",NA,"1132-10A","NX1",c(-73.2029194, 41.1765071)
"5699",5699,60500,2006,2006-12-04,"1312 PEMBROKE ST",86310,310000,0.278419355,"Two Family",NA,"1730-2","NX2",c(-73.1769806, 41.1920882)
"5700",5700,60501,2006,2006-12-04,"870 IRANISTAN AVE",100870,109000,0.925412844,"Three Family","7","1147-2","NX2",c(-73.2009435, 41.1724407)
"5701",5701,60512,2006,2006-12-05,"434 DEWEY ST",106260,212175,0.500813008,"Single Family",NA,"1205-2","NX2",c(-73.2181839, 41.1733681)
"5702",5702,60513,2006,2006-12-05,"46 CHALMERS AVE",131811,294000,0.448336735,"Single Family",NA,"1423-20","N1",c(-73.2083259, 41.1864096)
"5703",5703,60514,2006,2006-12-05,"62 DEFOREST AVE",115151,92333,1.247127246,"Three Family","10","607-16","NX2",c(-73.1708157, 41.1710595)
"5704",5704,60515,2006,2006-12-05,"62 DEFOREST AVE",115151,184666,0.623563623,"Three Family",NA,"607-16","NX2",c(-73.1708157, 41.1710595)
"5705",5705,60519,2006,2006-12-06,"426 OGDEN ST",69370,231246,0.299983567,"Two Family","11","1735-14","NX2",c(-73.1811335, 41.1914807)
"5706",5706,60522,2006,2006-12-06,"225 LEXINGTON AVE",95410,13000,7.339230769,"Three Family","3","1038-23","NX2",c(-73.1981758, 41.1842402)
"5707",5707,60524,2006,2006-12-06,"964A WILLIAM ST",25806,12500,2.06448,"Single Family","3","1665-5","NX3",c(-73.1849756, 41.1974228)
"5708",5708,60525,2006,2006-12-06,"697 BREWSTER ST",157570,395000,0.398911392,"Two Family",NA,"100-47","NX1",c(-73.2273608, 41.1580392)
"5709",5709,60526,2006,2006-12-06,"65 GRANFIELD AVE",67550,180000,0.375277778,"Single Family",NA,"1928-8A","NX1",c(-73.1638711, 41.1974438)
"5710",5710,60527,2006,2006-12-06,"255 POPLAR ST",126351,355000,0.35591831,"Three Family",NA,"1215-51","NX2",c(-73.2152628, 41.1740628)
"5711",5711,60532,2006,2006-12-07,"75 BERKELEY PL",140770,405000,0.347580247,"Two Family",NA,"2031-10","NX1",c(-73.17771, 41.2042081)
"5712",5712,60536,2006,2006-12-07,"645 SYLVAN AVE",111441,245000,0.454861224,"Single Family",NA,"2707-9D","MX2",c(-73.1895, 41.21107)
"5713",5713,60539,2006,2006-12-08,"115 HARBORVIEW AVE",184030,389000,0.473084833,"Three Family",NA,"131-29","NX1",c(-73.2261515, 41.1533124)
"5714",5714,60540,2006,2006-12-08,"1993 CHOPSEY HL RD",146020,231000,0.632121212,"Single Family",NA,"2651-30","N4",c(-73.201542, 41.227833)
"5715",5715,60541,2006,2006-12-08,"390 BROADBRIDGE RD",178780,254900,0.701373087,"Single Family",NA,"2803-94","N2",c(-73.1703963, 41.2213418)
"5716",5716,60545,2006,2006-12-08,"1776 NORTH AVE",181020,5e+05,0.36204,NA,NA,"1313-14","RX1",c(-73.207119, 41.1831852)
"5717",5717,60548,2006,2006-12-11,"130 SHELTON ST",105840,257500,0.411029126,"Two Family",NA,"1630-14","NX2",c(-73.1867519, 41.1910314)
"5718",5718,60549,2006,2006-12-11,"40 LAUREL PL",135451,285000,0.475266667,"Single Family",NA,"1333-10","N1",c(-73.2154487, 41.1853732)
"5719",5719,60550,2006,2006-12-11,"292 ALBA AVE",185710,375000,0.495226667,"Single Family",NA,"2765-3A","N2",c(-73.1976123, 41.21568)
"5720",5720,60551,2006,2006-12-11,"250 ROCTON AVE",122220,230000,0.531391304,"Single Family",NA,"2265-22","N4",c(-73.2101958, 41.2049334)
"5721",5721,60552,2006,2006-12-11,"175 ANTON DR",37954,85000,0.446517647,NA,NA,"2509G-12X","N4",c(-73.220806, 41.2199919)
"5722",5722,60553,2006,2006-12-11,"2555 OLD TOWN RD",129710,284795,0.455450412,"Single Family",NA,"2600-42","N4",c(-73.2173911, 41.2266082)
"5723",5723,60554,2006,2006-12-12,"250 N BISHOP AVE UT 40",28326,58000,0.48837931,"Condo",NA,"1931-23A","N2",c(-73.1559592, 41.1961627)
"5724",5724,60555,2006,2006-12-12,"283 SHERIDAN ST",67900,95000,0.714736842,NA,"14","1805-32","MX1",c(-73.1695851, 41.1929072)
"5725",5725,60557,2006,2006-12-12,"30 STEVENS ST UT 202",54391,123000,0.442203252,"Single Family",NA,"2410-43K","NX3",c(-73.2037151, 41.2082327)
"5726",5726,60558,2006,2006-12-12,"174 FLANDERS ST",6711181,84000,79.8950119,NA,"8","429-10","NX3",c(-73.2002018, 41.1653107)
"5727",5727,60564,2006,2006-12-12,"264 BURNSFORD AVE",93800,205000,0.457560976,"Single Family",NA,"2391-33","N2",c(-73.2134565, 41.2086766)
"5728",5728,60565,2006,2006-12-12,"597 CLARKE ST",126910,245000,0.518,"Single Family","25","2329-12","N2",c(-73.2177914, 41.2050398)
"5729",5729,60569,2006,2006-12-12,"80 TAFT AVE 4",10130,40000,0.25325,"Condo",NA,"1435-4A","NX2",c(-73.2053476, 41.1912082)
"5730",5730,60570,2006,2006-12-12,"54 SMITH ST",111090,310000,0.358354839,"Three Family",NA,"630-18","NX3",c(-73.1696667, 41.1749895)
"5731",5731,60575,2006,2006-12-13,"134 TESINY CIR",160440,397500,0.403622642,"Single Family",NA,"2623-73A","N4",c(-73.2072744, 41.216502)
"5732",5732,60577,2006,2006-12-13,"30 PERRONETTE ST",268149,5e+05,0.536298,NA,NA,"2315-5A","MX2",c(-73.216375, 41.2187299)
"5733",5733,60581,2006,2006-12-13,"69 WATERMAN ST APT 50",3246111,30000,108.2037,NA,"8","714-23","NX3",c(-73.1584942, 41.1820477)
"5734",5734,60582,2006,2006-12-14,"118 KENNEDY DR",95289,30000,3.1763,"Single Family","1","2511-13B","NX3",c(-73.2221976, 41.2145259)
"5735",5735,60583,2006,2006-12-14,"280 BEARDSLEY ST",97441,226000,0.431154867,"Single Family","7","619-22A","NX2",c(-73.1672869, 41.1763977)
"5736",5736,60584,2006,2006-12-14,"470 COLORADO AVE",79730,179735,0.443597519,"Single Family",NA,"1211-13B","NX2",c(-73.2108331, 41.1742022)
"5737",5737,60587,2006,2006-12-14,"325 FAIRFIELD AVE.",1856470,309900,5.990545337,NA,"8","927-9A","DX1",c(-73.1928885, 41.1780424)
"5738",5738,60593,2006,2006-12-15,"113 E WASHINGTON AVE",54501,450000,0.121113333,NA,"24","1534-4Y","DX2",c(-73.19085, 41.18628)
"5739",5739,60594,2006,2006-12-15,"60 CIRCULAR AVE",15201,55000,0.276381818,"Condo",NA,"246-15B","MX1",c(-73.2241946, 41.1593495)
"5740",5740,60596,2006,2006-12-15,"85 JUDSON PL",85083,309900,0.274549855,"Single Family","7","1821-29","N2",c(-73.1632557, 41.1898627)
"5741",5741,60601,2006,2006-12-15,"93 LINEN AVE",91981,175000,0.525605714,"Single Family","1","1015-14","NX2",c(-73.2013309, 41.1831969)
"5742",5742,60603,2006,2006-12-15,"60 GREENWOOD AVE",17562,80000,0.219525,NA,NA,"2442-3","N2",c(-73.1991235, 41.2058958)
"5743",5743,60604,2006,2006-12-18,"61 ATWATER ST",123130,320000,0.38478125,"Two Family","14","1313-23A","NX1",c(-73.2083516, 41.1831322)
"5744",5744,60608,2006,2006-12-18,"320 MAPLEDALE PL",123690,280000,0.44175,"Single Family",NA,"2848-75","N2",c(-73.1721834, 41.2197398)
"5745",5745,60609,2006,2006-12-18,"216 DIXON ST",138320,305000,0.453508197,"Single Family",NA,"1352-9","N1",c(-73.2139118, 41.185894)
"5746",5746,60614,2006,2006-12-19,"155 BROOKSIDE AVE",106891,203000,0.52655665,"Single Family",NA,"2797-18C","N2",c(-73.1922292, 41.2246343)
"5747",5747,60615,2006,2006-12-19,"645 N RIDGEFIELD AVE",135100,310000,0.435806452,"Two Family",NA,"1927-19","N2",c(-73.1655118, 41.1945689)
"5748",5748,60617,2006,2006-12-19,"393 LAUREL AVE",33348,96500,0.34557513,"Single Family","13","1139-20A","NX1",c(-73.2064442, 41.1748649)
"5749",5749,60622,2006,2006-12-20,"190 VINCELLETTE ST",116550,254900,0.457238133,"Single Family",NA,"2550-37","N4",c(-73.2179849, 41.2173892)
"5750",5750,60625,2006,2006-12-20,"2625 PARK AVE UT 12D",76974,157500,0.48872381,"Single Family",NA,"1349-1B","RX2",c(-73.2167682, 41.1932573)
"5751",5751,60628,2006,2006-12-20,"516 VINCELLETTE ST",83563,215000,0.388665116,"Single Family",NA,"2511-13C","NX3",c(-73.2214394, 41.2137943)
"5752",5752,60631,2006,2006-12-20,"267 WILLOW ST",70840,165000,0.429333333,"Single Family",NA,"1830-33A","NX2",c(-73.1592633, 41.1901015)
"5753",5753,60632,2006,2006-12-21,"333 VINCELLETTE ST UT107",64874,156500,0.414530351,"Condo",NA,"2316-13A","NX3",c(-73.2171498, 41.2135204)
"5754",5754,60637,2006,2006-12-21,"1469 WOOD AVE 1471",200270,375000,0.534053333,"Two Family",NA,"1348-3","NX1",c(-73.2191009, 41.1903256)
"5755",5755,60639,2006,2006-12-21,"196 PUTNAM ST",85400,310000,0.275483871,"Three Family",NA,"1612-1","NX2",c(-73.1827369, 41.1944577)
"5756",5756,60642,2006,2006-12-21,"325 LAFAYETTE ST UT 4005",74243,222000,0.334427928,"Condo",NA,"525-1","RX2",c(-73.1895364, 41.1678578)
"5757",5757,60643,2006,2006-12-21,"1022 CONNECTICUT AVE",3246111,6500,499.4016923,NA,"8","714-23","NX3",c(-73.1593359, 41.1825567)
"5758",5758,60652,2006,2006-12-22,"578 N SUMMERFIELD AVE",168000,348000,0.482758621,"Two Family",NA,"1925-5","NX1",c(-73.1616873, 41.1955095)
"5759",5759,60656,2006,2006-12-22,"704 COURTLAND AVE",168280,265000,0.635018868,"Two Family",NA,"107-2","NX1",c(-73.2310653, 41.1551494)
"5760",5760,60658,2006,2006-12-28,"94 CARLETON AVE",127050,345000,0.36826087,"Three Family",NA,"1201-2","NX2",c(-73.21626, 41.1774826)
"5761",5761,60660,2006,2006-12-22,"72 REVERE ST",105910,134000,0.790373134,"Two Family",NA,"624-33","NX2",c(-73.1657768, 41.1771069)
"5762",5762,60661,2006,2006-12-22,"175 GROVE ST",92401,135200,0.683439349,"Single Family",NA,"1127-11B","NX1",c(-73.2071003, 41.1763877)
"5763",5763,60669,2006,2006-12-26,"142 LENOX AVE",173531,4e+05,0.4338275,"Three Family",NA,"1216-18","NX2",c(-73.2148832, 41.1719008)
"5764",5764,60671,2006,2006-12-27,"148 HANOVER ST",114660,309000,0.371067961,"Two Family",NA,"1147-9A","NX2",c(-73.2000819, 41.1726043)
"5765",5765,60673,2006,2006-12-27,"770 MAPLEWOOD AVE",128870,3e+05,0.429566667,"Three Family",NA,"1209-21","NX2",c(-73.2140317, 41.1754298)
"5766",5766,60679,2006,2006-12-27,"305 BEACH ST",132650,417500,0.317724551,"Four Family",NA,"1747-13","NX2",c(-73.18163, 41.1901073)
"5767",5767,60682,2006,2006-12-27,"110 BEARDSLEY PARK TER",115570,250000,0.46228,"Single Family",NA,"2007-28","NX1",c(-73.1800365, 41.2083458)
"5768",5768,60684,2006,2006-12-27,"88 HUNTING ST",151271,335000,0.451555224,"Two Family",NA,"2123-10","NX1",c(-73.2018793, 41.2022384)
"5769",5769,60687,2006,2006-12-28,"980 CHOPSEY HL RD",18473,38500,0.479818182,NA,NA,"2763-2A","N2",c(-73.2015614, 41.2146772)
"5770",5770,60691,2006,2006-12-28,"19 PLEASANT ST",65590,180000,0.364388889,"Single Family",NA,"1619-10","NX2",c(-73.1849508, 41.1920932)
"5771",5771,60694,2006,2006-12-28,"1648 MADISON AVE 1650",173110,450000,0.384688889,"Three Family",NA,"2227-2","N2",c(-73.2136493, 41.2012286)
"5772",5772,60696,2006,2006-12-29,"325 LAFAYETTE ST 8309",66970,255000,0.262627451,"Condo",NA,"525-1","RX2",c(-73.1884465, 41.1677087)
"5773",5773,60702,2006,2006-12-29,"43 ORLAND ST",118580,260000,0.456076923,"Three Family","1","209-5A","MX2",c(-73.21979, 41.16521)
"5774",5774,60704,2006,2006-12-29,"426 ARCTIC ST",39144,460000,0.085095652,NA,"16","1758-1","RX1",c(-73.1811331, 41.1890664)
"5775",5775,60708,2006,2006-12-29,"2445 PARK AVE UT 36",129961,278000,0.467485612,"Single Family",NA,"1366-28K","RX2",c(-73.2151423, 41.1905746)
"5776",5776,60710,2006,2006-12-29,"432 RIDGEFIELD AVE 434",157220,370000,0.424918919,"Three Family","1","1820-4","NX1",c(-73.163721, 41.1927834)
"5777",5777,60713,2006,2007-01-02,"135 N BISHOP AVE",137901,245000,0.562861224,"Single Family","1","1920-26","N2",c(-73.157239, 41.194883)
"5778",5778,60716,2006,2007-01-02,"1000 PARK AVE",5740700,6900000,0.831985507,NA,NA,"921-10","MX1",c(-73.19831, 41.17581)
"5779",5779,60718,2006,2007-01-02,"662 JEWETT AVE",113680,248000,0.458387097,"Single Family",NA,"2385-13","N2",c(-73.2219331, 41.2092472)
"5780",5780,60719,2006,2007-01-02,"224 OLIVE ST",124670,150000,0.831133333,"Two Family",NA,"1032-23","NX1",c(-73.2018424, 41.1794481)
"5781",5781,60724,2006,2007-01-02,"1455 MADISON AVE UT A6",63060,155900,0.404490058,"Condo",NA,"2245-16A","N2",c(-73.2117555, 41.1991197)
"5782",5782,60728,2006,2007-01-03,"41 JANE ST",91071,250000,0.364284,"Two Family",NA,"1631-7","NX2",c(-73.1850337, 41.1905923)
"5783",5783,60729,2006,2007-01-03,"390 CHARLES ST UT 102",57358,144000,0.398319444,"Condo",NA,"1406-23K","NX2",c(-73.202707, 41.1937252)
"5784",5784,60737,2006,2007-01-03,"25 POPLAR ST",120750,267800,0.450896191,"Two Family",NA,"1215-59","RX1",c(-73.21246, 41.1718)
"5785",5785,60739,2006,2007-01-04,"333 VINCELLETTE ST UT 71",87040,160000,0.544,"Condo",NA,"2316-13A","NX3",c(-73.2171498, 41.2135204)
"5786",5786,60741,2006,2007-01-04,"160 ROSE ST",150780,380000,0.396789474,"Two Family",NA,"2013-19","NX1",c(-73.1809255, 41.2025904)
"5787",5787,60742,2006,2007-01-04,"201 BUNNELL ST",68040,3e+05,0.2268,"Three Family",NA,"736-27","NX2",c(-73.167537, 41.1808537)
"5788",5788,60744,2006,2007-01-04,"81 WADE ST",169051,443000,0.381604966,"Three Family",NA,"1316-16","NX1",c(-73.210437, 41.1852186)
"5789",5789,60745,2006,2007-01-04,"116 AMSTERDAM AVE",143290,410000,0.349487805,"Two Family",NA,"2221-2","NX1",c(-73.2101599, 41.2001895)
"5790",5790,60749,2006,2007-01-04,"200 WOODMONT AVE UT 100",93498,219000,0.426931507,"Condo",NA,"2316-42","N4",c(-73.215829, 41.2144362)
